t_s,t_rel_s,raw_magnetometer_mag_x,raw_magnetometer_mag_y,raw_magnetometer_mag_z,raw_magnetometer_heading,raw_magnetometer_heading_wrapped_deg,raw_accelerometer_acc_x,raw_accelerometer_acc_y,raw_accelerometer_acc_z,raw_accelerometer_roll_deg,raw_accelerometer_pitch_deg,raw_gyroscope_gyro_x,raw_gyroscope_gyro_y,raw_gyroscope_gyro_z,raw_gyroscope_rate_mag,gnss_heading_mag_x,gnss_heading_mag_y,gnss_heading_mag_z,gnss_heading_heading,gnss_heading_heading_wrapped_deg
1579.1390000000001,0.0,-3422.4137931033915,2134.3275862069004,19027.672413793098,301.95104968751775,-58.04895031248225,0.002413998980168399,-0.07586827946977089,-0.9971134727715919,-175.6488719174885,-0.13831209960825908,-0.007235507898293507,0.0372478812933,-0.004789013415575001,0.0382832359435674,0.0,0.0,0.0,333.5754394535,-26.42456054650006
1579.2910000000002,0.15200000000004366,-3398.796296296348,2164.277777777792,19006.888888888916,302.48812967607387,-57.51187032392613,0.002722497833286933,-0.07608232757559116,-0.9970955815582221,-175.636561255,-0.15598785317878514,-0.00744957616553,0.036893139282866666,-0.00532112596557,0.0380878536442,0.0,0.0,0.0,333.5207091495779,-26.479290850422103
1579.4430000000002,0.3040000000000873,-3444.691358024699,2158.098765432109,19055.0,302.0670635426914,-57.932936457308585,0.003254584700766897,-0.07600893954068143,-0.9971021354931728,-175.6407824456173,-0.18647430837928997,-0.007626947093136667,0.03742525229851667,-0.0049992307192759,0.03865386034583854,0.0,0.0,0.0,333.519989014,-26.480010986000025
1579.5950000000003,0.45600000000013097,-3432.6234567901142,2151.5185185184314,19058.098765431994,302.0787938222336,-57.92120617776641,0.0030496904316064935,-0.07602040635211715,-0.9971019618303149,-175.64012657873457,-0.17473469321596993,-0.007626947093136667,0.0372478812933,-0.004789013415575001,0.03823350352458288,0.0,0.0,0.0,333.519989014,-26.480010986000025
1579.7470000000003,0.6080000000001746,-3440.1851851851666,2129.037037037084,19037.925925926083,301.7521302600007,-58.24786973999932,0.0025113071056254163,-0.07671541389494631,-0.997051214730574,-175.60019971109259,-0.14388747212715577,-0.007252497512300141,0.037779994308949995,-0.005478788943344955,0.038715724747717686,0.0,0.0,0.0,333.519989014,-26.480010986000025
1579.8990000000003,0.7600000000002183,-3433.7037037036525,2153.4444444444753,19040.604938271565,302.09407763607487,-57.90592236392513,0.0024903676649415123,-0.07637531521877344,-0.9970755768411542,-175.61973565211102,-0.14268772538941257,-0.007626947248356666,0.03760262330373333,-0.004624781147056199,0.03863246671921025,0.0,0.0,0.0,333.519989014,-26.480010986000025
1580.0510000000004,0.9120000000002619,-3414.7530864197875,2162.4382716049467,19070.728395061768,302.34469613029,-57.655303869709996,0.002666194640804916,-0.07575221474706899,-0.9971223480907285,-175.65553724092612,-0.15276189543238483,-0.008159059875956666,0.0372478812933,-0.005130616534092134,0.03837051128605641,0.0,0.0,0.0,333.51984118209083,-26.480158817909114
1580.2030000000004,1.0640000000003056,-3414.1975308641267,2166.543209876553,19076.753086419718,302.3983996496426,-57.60160035035739,0.002471530301223981,-0.07574051981905051,-0.9971249147694877,-175.65620557502476,-0.14160841807696326,-0.007653224267594756,0.0373989751125608,-0.005143755115571667,0.03860716986992443,0.0,0.0,0.0,333.508605957,-26.491394043000014
1580.3550000000005,1.2160000000003492,-3415.9259259260507,2166.7592592592437,19026.111111110924,302.3880421447951,-57.61195785520488,0.00314946645974314,-0.0759329885520427,-0.997107475996111,-175.64514479955545,-0.18045146205234056,-0.007094834465536666,0.03760262330373334,-0.00532112596557,0.03861596169518049,0.0,0.0,0.0,333.508605957,-26.491394043000014
1580.5070000000005,1.368000000000393,-3421.9753086418973,2145.4938271604533,19022.777777777916,302.08694783177793,-57.913052168222066,0.0022666518472953144,-0.07517386880921342,-0.9971669757808087,-175.68877260309884,-0.12986970984878998,-0.00744957616553,0.03797050390714236,-0.005321125965568333,0.03901327285361217,0.0,0.0,0.0,333.508605957,-26.491394043000014
